TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_HOUSING_TYPE,OCCUPATION_TYPE,ORGANIZATION_TYPE
0,0,1,0,1,6,0,4,1,4,5
0,0,1,0,1,6,2,1,1,10,19
0,0,1,0,1,6,0,4,1,4,53
0,0,0,0,0,6,2,1,1,14,41
0,0,0,0,1,1,2,4,1,10,5
0,0,1,0,0,6,2,1,1,6,4
0,0,0,0,1,6,2,4,1,11,54
0,0,0,0,0,6,2,4,1,14,41
0,0,0,0,1,6,2,4,1,3,27
0,0,0,0,1,6,2,1,1,0,5
0,0,0,0,1,5,2,4,1,11,29
0,0,1,0,0,6,1,4,3,3,30
1,0,0,0,1,6,1,1,1,3,33
0,1,0,0,1,6,2,4,1,14,41
0,0,0,0,1,6,2,4,1,0,41
1,0,1,0,1,6,2,1,1,10,5
0,0,1,0,1,6,2,4,1,10,5
0,0,1,0,0,6,0,4,1,4,49
0,1,1,0,1,6,0,2,1,6,43
0,0,1,0,1,5,2,4,1,4,14
0,0,0,0,0,6,0,1,1,10,46
0,0,1,0,0,6,0,1,1,10,5
0,0,1,0,1,6,2,4,1,8,5
0,0,0,0,0,5,0,4,2,3,41
0,0,1,0,1,6,0,1,1,3,28
0,1,0,0,0,6,2,4,2,14,5
0,0,1,0,1,6,1,1,1,10,30
1,0,0,0,1,6,2,4,1,3,27
0,0,1,0,0,6,0,1,1,6,7
0,0,1,0,1,6,0,4,1,4,32
0,0,1,0,1,6,2,1,1,6,33
1,0,1,0,0,6,0,1,5,8,41
0,0,0,0,1,6,2,1,1,14,41
1,0,1,0,1,6,2,4,1,4,5
0,0,0,0,0,6,2,4,1,14,41
0,0,0,0,0,6,0,1,2,10,5
0,0,0,0,0,6,2,1,5,10,5
0,0,1,0,1,6,0,4,1,10,5
0,0,0,0,1,6,1,4,5,11,29
0,1,0,0,1,6,2,1,1,3,35
0,0,1,0,1,6,2,2,5,8,5
0,0,1,0,0,6,2,1,1,10,5
0,0,0,0,1,6,0,1,1,3,27
0,0,1,0,0,6,0,1,1,8,53
0,0,1,0,1,6,2,1,1,6,25
0,0,0,0,1,6,2,1,1,8,41
0,0,0,0,1,6,2,2,1,0,5
0,0,1,0,1,6,0,4,1,10,5
0,0,0,0,1,6,1,1,1,6,30
0,0,0,0,1,6,0,1,1,0,5
0,0,1,0,1,1,0,4,1,8,41
0,0,0,0,1,6,2,4,1,16,38
0,1,0,0,1,6,0,1,1,5,4
0,0,0,0,1,6,0,1,1,3,4
1,0,1,0,0,6,2,4,1,8,4
0,0,1,0,1,6,2,4,1,8,5
0,0,1,0,1,6,0,4,1,4,53
0,0,1,0,1,6,0,4,1,14,5
0,0,1,0,1,6,2,4,1,6,30
0,0,0,0,1,6,2,2,1,0,5
0,0,1,0,0,6,2,1,2,7,3
0,0,1,0,1,6,0,1,1,10,12
0,0,0,0,1,6,2,4,5,11,29
0,0,0,0,0,5,2,1,1,0,5
0,0,1,0,1,6,2,2,3,8,18
0,0,1,0,1,6,2,4,1,14,41
0,1,1,0,0,6,0,1,1,8,5
0,0,0,0,1,6,0,4,1,14,5
0,0,0,0,1,6,2,4,1,8,5
0,1,0,0,1,6,2,1,1,10,11
0,0,1,0,0,6,2,4,1,8,5
0,0,0,0,1,6,2,1,1,0,25
0,1,0,0,1,5,2,1,1,0,7
0,0,1,0,1,6,2,4,2,4,41
0,0,1,0,1,6,2,1,1,4,41
1,0,0,0,1,6,2,1,1,10,41
0,0,0,0,1,6,1,1,1,10,54
0,0,0,0,1,1,2,4,1,11,29
0,0,1,0,1,5,2,1,1,6,19
0,0,1,0,1,6,2,4,1,16,39
0,1,0,0,1,6,0,4,1,0,32
1,0,1,0,1,6,2,4,1,4,52
0,1,0,0,1,1,0,1,1,3,2
0,0,1,0,0,6,0,1,1,3,11
0,0,0,0,0,6,2,4,1,6,4
1,0,1,0,1,1,2,2,1,8,4
0,0,0,0,1,6,2,1,1,0,41
0,0,0,0,1,1,2,1,1,8,21
1,0,1,0,0,6,1,4,1,8,11
0,0,1,0,0,6,2,4,1,11,29
0,0,1,0,1,1,2,4,1,3,41
0,0,1,0,1,6,0,1,1,4,10
0,0,1,0,0,6,0,4,1,6,5
1,1,0,0,1,1,2,1,1,0,29
0,0,1,0,0,6,2,4,1,14,41
0,0,0,0,1,6,2,1,1,6,4
0,0,1,0,0,6,0,1,1,14,5
1,0,1,0,1,6,0,4,1,8,5
0,1,1,0,1,6,2,1,1,10,5
0,0,0,0,0,1,0,1,1,0,7
0,0,1,0,0,6,0,1,0,3,41
0,0,0,0,0,1,1,1,1,3,11
0,0,1,0,1,6,2,1,1,6,7
0,1,1,0,1,6,2,4,1,8,4
0,0,1,0,1,1,2,1,1,14,3
0,0,1,0,1,6,0,4,1,8,11
0,0,0,0,1,6,2,1,1,10,49
0,0,0,0,0,6,2,1,1,3,33
0,0,0,0,1,6,2,1,1,6,51
0,0,1,0,0,6,0,4,1,10,7
0,0,0,0,1,6,0,1,1,0,5
0,0,1,0,1,6,2,3,1,14,3
0,0,1,0,1,6,0,4,1,4,5
0,0,0,0,1,6,2,4,1,2,4
0,0,0,0,0,6,0,4,1,10,5
0,1,1,0,0,1,2,4,2,16,5
0,0,1,0,1,6,2,1,1,0,19
0,0,1,0,1,6,2,1,1,6,3
0,0,0,0,1,6,0,1,1,10,41
0,0,1,0,0,6,0,1,1,0,3
0,0,1,0,1,6,2,4,1,4,53
0,0,1,0,1,6,0,4,1,14,53
0,0,1,0,1,6,2,4,1,9,20
0,0,1,0,1,6,2,4,1,4,5
0,0,0,0,0,6,0,4,1,6,5
0,0,1,0,1,6,2,1,1,8,5
0,0,1,0,0,6,0,2,2,8,5
0,0,0,0,0,1,2,4,1,11,29
0,1,0,0,1,1,0,4,1,1,5
0,0,0,0,0,6,1,4,1,11,27
0,0,0,0,0,6,1,4,1,3,38
0,0,0,0,1,6,0,1,1,14,5
0,0,1,0,1,6,2,1,1,10,44
0,0,0,0,0,6,0,1,1,3,4
0,0,1,0,1,6,1,4,1,4,10
0,0,1,0,0,6,2,4,1,8,4
0,0,0,0,1,6,2,1,1,7,5
0,0,1,0,1,6,2,1,1,0,38
0,1,0,0,0,1,2,4,2,8,5
0,0,0,0,0,6,2,1,1,14,18
0,0,1,0,1,5,2,4,1,9,19
0,0,0,0,1,6,0,1,1,3,2
0,0,0,0,0,6,0,4,1,8,25
0,0,1,0,1,6,1,4,1,8,23
0,0,0,0,1,6,2,4,1,3,49
0,0,0,0,1,6,1,1,1,10,38
0,0,1,0,1,6,2,1,1,10,5
0,0,1,0,0,6,1,4,1,6,11
0,0,0,0,1,6,2,4,1,8,4
0,0,1,0,1,6,2,4,1,4,41
0,0,0,0,1,6,1,2,1,8,11
0,0,1,0,0,1,0,4,1,4,49
0,1,1,0,0,6,0,4,1,8,3
0,0,0,0,0,6,2,4,5,12,5
0,1,1,0,1,6,0,1,1,3,46
0,0,0,0,1,1,2,1,1,0,5
0,0,0,0,1,6,1,1,1,3,54
0,1,0,0,0,6,0,1,1,6,5
0,0,0,0,0,6,2,4,1,14,46
0,0,1,0,0,6,0,1,5,10,20
0,1,0,0,1,6,0,1,1,3,45
0,0,1,0,1,6,2,4,1,4,32
0,0,1,0,1,6,1,1,1,3,33
0,1,0,0,1,6,0,3,1,14,5
0,0,1,0,1,6,0,2,1,10,5
0,0,0,0,1,6,2,1,1,3,38
0,0,1,0,1,6,0,4,1,8,53
0,0,1,0,1,6,2,1,1,6,3
0,0,0,0,1,6,0,1,1,0,32
0,0,0,0,1,6,0,1,1,0,32
0,0,1,0,0,6,2,1,5,15,41
0,1,1,0,0,6,2,4,1,6,3
1,0,0,0,1,6,2,1,1,3,38
0,0,1,0,1,6,0,4,1,8,7
0,0,1,0,1,6,2,1,4,14,7
0,0,0,0,1,6,2,1,1,14,41
0,1,0,0,1,0,2,1,1,0,51
0,0,1,0,1,6,2,4,1,4,5
1,0,0,0,1,6,2,4,1,8,53
0,1,0,0,1,6,2,4,1,8,13
0,0,0,0,0,6,2,1,1,3,5
0,0,0,0,1,6,0,4,1,10,5
0,0,0,0,1,6,2,1,1,8,19
0,0,0,0,1,6,2,2,1,14,41
0,0,1,0,0,6,2,4,5,8,41
0,0,0,0,1,1,1,1,1,10,38
0,0,1,0,1,6,0,1,1,6,5
0,0,1,0,1,6,2,1,1,8,5
0,0,1,0,1,6,2,4,1,4,5
0,0,0,0,1,6,2,1,1,8,51
0,0,1,0,1,6,0,1,1,10,5
0,0,1,0,1,6,1,4,1,10,30
0,0,0,0,0,6,2,3,4,17,41
0,0,1,0,1,6,2,4,1,8,5
0,0,1,0,1,6,2,4,1,4,41
0,0,1,0,1,6,2,4,1,8,25
0,0,0,0,0,6,2,1,1,3,2
0,0,1,0,1,6,2,4,1,8,5
0,0,0,0,1,6,2,4,1,0,5
0,0,0,0,1,1,0,1,1,0,5
0,1,1,0,1,6,0,1,1,10,5
0,0,1,0,0,6,2,4,1,7,5
0,0,0,0,1,1,0,4,2,8,5
0,1,1,0,1,6,0,1,1,10,45
0,0,1,0,1,6,0,4,1,4,5
0,0,0,0,0,6,0,1,5,3,2
0,0,1,0,1,6,0,1,5,6,3
0,0,0,0,0,6,2,4,1,8,5
0,0,0,0,1,6,0,1,1,0,2
0,0,1,0,1,6,1,1,1,10,32
0,0,0,0,1,6,0,1,1,10,5
0,1,1,0,1,6,0,1,4,10,5
0,0,1,0,1,6,2,4,1,4,5
0,1,1,0,1,6,0,1,1,10,29
0,0,0,0,1,6,2,4,1,3,41
0,1,1,0,1,6,2,4,1,8,4
0,0,1,0,0,6,0,2,5,14,53
0,0,1,0,0,6,0,4,1,4,5
0,0,1,0,1,6,2,4,1,8,3
0,0,1,0,1,6,0,4,1,10,7
0,0,0,0,1,6,0,1,1,0,5
0,0,0,0,0,1,2,4,1,6,5
0,0,1,0,1,6,0,4,1,8,9
1,1,0,0,0,6,2,4,5,3,45
0,0,0,0,1,1,2,2,1,12,41
1,0,0,0,1,6,1,1,1,3,40
0,0,1,0,1,6,2,4,1,4,5
0,1,0,0,1,6,2,1,1,8,5
0,1,1,0,1,6,0,1,1,10,5
0,0,1,0,1,6,0,4,1,8,41
0,0,0,0,1,6,0,4,1,11,29
0,0,1,0,1,6,0,4,1,10,5
0,0,0,0,1,6,0,1,1,10,5
0,0,1,0,1,6,2,1,1,4,5
0,0,1,0,0,6,2,1,1,8,51
0,0,0,0,1,6,2,4,2,10,27
0,0,0,0,1,6,0,4,1,4,52
0,0,0,0,1,5,2,4,1,14,5
0,0,1,0,1,6,2,4,1,8,5
0,0,1,0,0,6,2,4,1,10,41
0,0,0,0,1,1,2,4,1,14,5
0,0,0,0,1,1,2,4,1,14,41
0,0,0,0,0,6,2,4,1,2,4
0,0,1,0,1,6,2,4,1,6,5
0,0,1,0,1,6,2,4,5,4,13
0,0,0,0,1,6,2,4,1,14,5
0,0,1,0,0,6,2,4,1,8,20
0,1,0,0,1,1,0,1,1,14,5
0,0,0,0,1,6,1,1,1,0,38
0,0,1,0,1,6,2,4,1,8,19
0,0,0,0,0,6,2,1,1,6,7
0,0,1,0,1,6,2,4,1,4,53
0,0,0,0,1,6,0,1,1,0,5
0,0,1,0,1,1,0,1,1,4,49
0,0,0,0,1,6,0,1,1,0,5
0,0,1,0,1,5,2,2,1,10,11
0,0,0,0,1,6,0,4,1,14,41
0,0,0,0,1,6,0,4,1,8,18
0,0,1,0,1,6,2,4,3,8,32
0,0,1,0,0,6,2,4,1,8,5
0,0,0,0,0,6,0,1,1,3,0
0,0,1,0,1,6,2,1,1,8,29
0,0,0,0,1,6,0,2,1,0,5
0,0,1,0,1,6,2,4,1,8,7
0,0,0,0,0,1,2,1,1,0,5
0,1,1,0,0,6,2,4,1,8,41
0,0,0,0,1,6,0,1,1,10,29
0,0,0,0,1,6,2,1,1,0,25
0,0,1,0,1,6,0,1,0,17,5
0,0,1,0,1,6,2,1,1,8,7
0,0,1,0,1,6,0,4,1,10,4
0,0,0,0,1,6,1,1,1,0,27
0,0,1,0,1,6,0,1,1,14,5
0,0,1,0,1,6,1,2,1,11,29
1,0,0,0,1,6,2,4,2,8,5
0,0,1,0,1,6,0,4,1,6,5
0,0,1,0,0,6,0,1,1,10,32
0,0,1,0,1,6,0,4,1,10,5
0,0,1,0,1,6,0,4,1,8,5
0,0,0,0,1,6,2,4,1,3,5
0,0,1,0,0,1,2,4,1,8,3
0,0,0,0,1,6,2,4,1,14,41
0,0,1,0,1,6,0,1,1,10,5
0,0,0,0,1,6,2,4,1,12,41
0,0,0,0,0,6,2,4,1,2,16
0,0,0,0,0,6,1,4,1,8,54
0,0,0,0,1,6,2,1,1,10,25
0,0,1,0,1,6,0,1,1,8,5
0,0,1,0,1,6,2,1,1,10,4
0,0,0,0,1,6,0,1,1,10,41
0,0,0,0,0,6,2,4,2,2,4
0,1,0,0,1,6,0,4,1,14,5
0,0,0,0,1,6,2,1,1,10,5
0,0,0,0,1,6,2,4,1,11,32
0,0,1,0,1,6,2,4,1,16,32
0,1,0,0,1,6,1,4,1,6,29
1,0,1,0,0,6,2,4,1,8,51
0,0,1,0,1,6,2,4,1,4,11
0,0,0,0,1,6,0,4,1,12,42
0,0,1,0,1,6,0,4,1,4,52
0,0,1,0,1,6,2,4,1,4,5
0,0,1,0,0,6,2,4,1,6,11
0,0,0,0,0,6,0,1,1,10,5
0,0,1,0,0,4,0,4,1,14,5
0,0,0,0,1,6,0,1,1,10,2
0,0,1,0,1,1,0,2,1,14,5
0,0,0,0,1,1,2,1,1,0,13
0,0,0,0,1,6,2,1,1,10,5
0,0,0,0,1,6,2,4,1,0,41
0,0,1,0,1,6,0,4,1,8,4
0,0,0,0,1,1,0,1,0,0,32
0,0,0,0,1,6,0,4,1,15,5
0,0,0,0,0,6,1,1,1,3,38
0,0,1,0,0,6,2,4,1,3,41
0,0,0,0,0,6,1,4,1,3,27
0,0,1,0,1,6,2,1,1,6,32
0,0,0,0,1,6,2,4,1,0,5
0,0,1,0,1,6,0,4,1,8,3
0,0,0,0,1,6,2,2,1,14,41
0,1,0,0,1,6,2,1,1,10,19
0,0,1,0,1,6,2,4,1,8,5
0,0,1,0,1,6,2,4,1,8,5
0,0,1,0,1,6,0,1,4,14,41
0,0,0,0,0,1,0,4,1,14,49
0,0,0,0,0,6,2,1,5,10,5
1,0,1,0,0,6,2,3,1,8,7
0,0,1,0,1,6,0,4,1,10,5
0,0,0,0,1,6,2,4,1,8,23
0,0,1,0,1,6,0,4,1,10,5
0,0,1,0,1,6,0,4,3,8,32
0,0,0,0,0,6,2,4,1,1,27
0,0,0,0,1,6,2,4,1,14,41
0,0,1,0,0,6,2,4,1,8,49
0,0,1,0,1,6,2,4,1,8,20
0,0,0,0,1,6,0,2,1,14,41
0,0,0,0,1,6,2,4,1,6,4
0,0,1,0,1,6,2,4,1,8,4
0,0,0,0,1,6,0,1,1,10,5
0,0,0,0,1,6,0,0,4,0,53
0,0,0,0,1,6,2,1,1,6,4
0,0,1,0,1,6,0,1,1,8,25
0,0,0,0,0,6,2,2,1,14,5
0,1,0,0,1,6,2,1,1,10,7
0,0,1,0,1,6,0,4,1,3,41
0,0,0,0,0,6,0,1,1,0,2
0,0,1,0,0,1,2,4,1,4,5
0,0,0,0,0,6,1,1,1,3,29
0,0,1,0,1,5,2,1,1,3,11
0,0,0,0,0,6,2,4,1,1,13
0,0,0,0,0,1,2,4,1,3,29
0,0,1,0,0,6,2,4,1,16,39
0,0,1,0,1,6,2,4,1,8,5
0,0,0,0,1,6,2,1,1,10,53
0,0,0,0,1,6,2,1,1,0,13
0,0,0,0,0,6,2,1,1,14,5
0,0,0,0,1,6,2,1,1,3,2
0,0,0,0,1,6,2,1,1,0,5
0,0,1,0,0,6,2,1,1,10,5
0,0,0,0,1,1,2,1,1,0,32
0,0,0,0,1,6,2,1,1,10,2
0,0,0,0,1,6,2,1,1,0,5
0,0,0,0,1,6,2,4,1,3,27
1,0,0,0,1,6,2,1,1,10,32
0,0,0,0,0,6,2,4,1,10,41
0,0,1,0,0,6,2,4,1,6,4
0,0,1,0,1,6,0,4,1,14,5
0,1,0,0,0,1,2,4,1,2,5
0,1,1,0,1,6,0,1,1,10,7
0,0,1,0,0,6,2,4,1,8,5
0,0,1,0,1,6,0,4,1,4,5
0,1,0,0,1,6,2,4,1,3,46
0,1,1,0,1,2,2,1,1,10,7
0,0,0,0,1,6,2,1,1,8,42
0,0,0,0,0,6,2,4,1,8,23
0,0,1,0,1,6,2,4,1,8,5
0,0,1,0,1,6,0,1,1,10,0
0,0,1,0,0,6,0,4,1,8,5
0,1,1,0,0,6,2,4,5,4,53
0,0,1,0,0,6,2,4,1,9,49
0,0,1,0,1,6,2,1,1,8,7
0,0,1,0,1,6,2,4,1,10,3
0,0,0,0,0,6,1,4,2,8,11
0,0,0,0,1,6,2,4,1,14,49
0,0,1,0,1,6,2,4,1,8,25
1,0,1,0,1,5,2,4,1,3,40
0,0,1,0,0,2,0,4,1,8,53
0,0,0,0,0,6,0,1,1,10,10
0,1,1,0,1,6,2,1,1,14,5
0,0,1,0,1,5,2,4,1,8,5
0,1,1,0,1,6,0,1,1,10,43
0,0,0,0,1,6,0,4,1,3,37
0,0,0,0,1,1,2,1,1,11,29
0,0,1,0,1,6,0,1,1,8,13
1,0,1,0,0,1,2,4,5,8,41
0,0,1,0,1,6,0,1,1,14,5
0,0,1,0,0,6,2,4,1,4,5
0,0,1,0,0,1,2,4,1,6,14
0,0,1,0,0,6,2,1,1,0,13
0,0,0,0,1,6,1,4,1,8,27
0,0,1,0,0,6,0,4,1,8,5
0,0,0,0,1,6,1,4,1,4,11
0,0,1,0,0,6,0,4,1,8,5
0,1,1,0,1,6,0,4,1,4,53
1,0,0,0,0,6,0,2,5,10,5
0,0,1,0,0,6,2,4,3,4,53
0,0,0,0,1,6,2,4,1,14,49
0,0,0,0,0,6,2,1,4,11,29
0,0,0,0,1,6,0,4,1,10,5
0,0,1,0,1,6,0,4,1,6,32
0,0,0,0,1,6,0,4,1,8,5
0,0,0,0,0,6,2,4,1,14,41
0,0,1,0,1,6,2,1,1,14,5
0,1,1,0,0,6,1,4,1,3,30
0,0,0,0,1,6,1,1,1,3,27
0,0,1,0,1,6,2,4,1,3,10
1,0,1,0,1,6,0,1,1,6,5
0,1,0,0,0,6,2,1,1,0,38
0,1,1,0,1,6,0,1,1,10,29
0,0,1,0,1,6,0,1,1,10,38
0,0,1,0,1,1,2,1,2,10,30
0,0,1,0,0,6,0,1,1,10,7
0,0,1,0,1,6,2,4,1,16,39
0,0,0,0,1,6,2,4,1,14,46
0,0,1,0,0,6,0,1,2,6,7
0,0,1,0,1,6,2,4,1,8,41
0,0,0,0,1,6,0,4,1,14,49
0,1,0,0,1,6,0,1,2,10,5
0,1,0,0,1,6,2,1,1,10,41
0,0,1,0,1,6,1,1,1,10,11
0,0,0,0,1,6,0,1,1,3,38
0,0,0,0,1,1,2,1,1,8,41
0,0,1,0,1,6,0,1,1,8,5
0,0,1,0,1,6,2,2,1,10,41
0,0,0,0,1,6,0,4,3,0,5
0,0,1,0,1,6,1,1,1,3,40
0,0,0,0,1,6,0,2,1,0,5
0,0,1,0,1,1,0,4,1,8,9
0,0,0,0,1,1,0,1,1,8,41
1,0,1,0,1,6,2,4,1,8,51
0,0,1,0,1,6,2,1,1,3,41
0,0,1,0,0,6,0,1,1,14,5
0,0,1,0,1,6,1,4,2,1,5
0,0,0,0,1,6,0,4,1,10,5
0,0,0,0,1,6,0,1,0,3,26
0,0,0,0,0,6,2,1,1,0,5
0,0,0,0,1,6,1,1,1,14,5
0,0,0,0,0,6,1,1,1,11,29
0,0,1,0,1,6,1,1,1,3,16
0,0,0,0,1,6,0,1,1,3,2
0,0,0,0,1,6,1,1,1,3,38
0,0,0,0,0,1,2,4,1,11,29
0,0,0,0,1,6,0,1,1,3,26
0,0,1,0,1,1,1,4,1,3,33
0,0,1,0,1,1,0,4,1,4,52
0,1,1,0,1,6,0,1,1,10,4
0,0,1,0,0,6,2,4,5,8,5
0,0,0,0,1,6,2,4,1,8,5
0,0,1,0,1,6,2,2,1,10,41
0,1,0,0,0,6,1,1,1,0,32
1,0,1,0,1,6,2,4,1,4,5
0,0,1,0,1,6,2,4,1,8,5
0,1,1,0,1,6,2,1,1,14,41
0,0,0,0,1,2,0,1,5,0,41
0,0,0,0,1,5,2,1,1,14,5
0,0,1,0,0,1,2,4,1,10,30
0,0,1,0,0,6,2,4,3,8,16
0,0,0,0,0,5,0,4,1,10,5
0,0,0,0,0,6,2,4,1,16,39
0,0,1,0,1,6,0,1,4,10,35
0,0,1,0,0,6,2,4,1,8,41
0,0,0,0,1,6,2,4,1,2,5
1,0,1,0,1,6,0,4,1,14,5
0,0,0,0,1,6,2,1,1,14,11
0,0,1,0,0,1,0,1,1,10,7
0,0,0,0,0,6,0,4,1,13,42
0,0,0,0,1,6,2,4,1,3,41
0,0,0,0,1,6,2,4,1,4,41
0,0,1,0,1,6,0,1,1,10,5
0,1,1,0,1,6,2,1,1,16,39
0,0,0,0,1,6,0,1,1,10,5
0,0,0,0,1,6,2,1,1,12,5
0,0,0,0,1,6,0,1,1,3,4
0,0,0,0,1,6,2,4,1,13,35
0,1,1,0,1,6,0,1,1,3,45
0,0,0,0,0,6,0,4,1,14,41
0,0,0,0,1,6,0,1,1,8,51
1,0,1,0,1,6,2,4,5,10,4
0,0,0,0,1,0,2,4,1,2,32
0,0,1,0,1,1,0,1,1,3,5
0,1,1,0,1,6,0,1,1,4,5
0,0,1,0,1,6,0,1,1,10,5
0,0,0,0,0,6,2,1,1,0,8
0,1,1,0,1,6,2,4,1,4,25
0,0,0,0,1,6,2,4,1,14,49
0,0,0,0,1,6,2,4,1,16,38
0,0,0,0,0,6,2,4,1,8,5
0,0,1,0,1,6,0,1,1,10,41
0,0,1,0,0,6,0,4,1,4,41
0,0,1,0,0,6,2,4,4,4,5
0,0,1,0,0,6,0,4,1,4,7
0,0,0,0,1,6,1,4,1,2,4
0,0,1,0,0,6,2,4,1,4,5
0,1,1,0,1,5,0,4,1,4,5
0,0,1,0,0,6,2,4,1,6,3
0,0,0,0,1,6,0,4,1,3,45
0,0,1,0,0,6,0,1,1,10,5
0,0,0,0,1,6,2,1,1,0,5
0,0,1,0,0,6,0,4,5,14,42
0,0,1,0,1,6,0,1,1,10,7
0,0,1,0,1,6,2,4,1,14,45
0,0,0,0,1,6,0,4,1,14,46
0,0,1,0,0,1,0,4,1,4,7
0,0,0,0,1,6,1,4,1,6,9
0,1,1,0,1,6,2,4,1,8,13
0,1,1,0,1,1,2,1,1,8,5
0,0,0,0,1,6,2,4,1,10,41
0,0,0,0,1,6,0,4,1,0,49
0,1,1,0,1,6,2,4,1,4,49
0,0,0,0,0,6,2,1,1,14,46
0,0,1,0,0,6,2,4,5,8,41
1,0,1,0,0,6,2,4,1,8,5
0,0,1,0,1,6,0,4,1,8,41
0,0,1,0,1,6,2,4,1,4,32
0,0,1,0,1,6,0,1,1,4,5
1,0,1,0,1,6,2,4,1,4,21
0,0,0,0,1,6,2,1,1,3,27
0,0,1,0,0,6,2,4,1,8,4
0,0,0,0,0,6,2,4,1,8,34
0,0,0,0,0,6,2,1,1,3,2
0,0,0,0,1,6,0,1,1,3,2
0,0,1,0,1,6,2,4,1,4,5
0,0,1,0,1,6,2,4,1,3,45
0,0,1,0,1,6,2,4,1,8,4
0,1,1,0,1,6,2,1,1,10,35
0,0,1,0,1,6,0,4,1,4,4
0,0,0,0,1,6,2,1,1,8,5
0,0,0,0,0,6,2,2,1,2,5
0,0,1,0,0,6,2,1,1,6,23
0,0,0,0,1,6,2,4,1,11,29
1,0,0,0,1,6,2,1,1,8,13
0,0,1,0,1,6,2,1,1,16,25
0,0,1,0,1,6,0,1,1,4,5
0,0,1,0,1,6,0,4,1,4,41
0,0,1,0,1,6,2,4,1,11,29
0,1,0,0,1,6,2,1,1,10,54
1,0,0,0,1,6,0,4,1,14,5
0,0,0,0,0,6,1,1,1,3,38
0,0,0,0,1,1,2,1,1,0,38
0,0,0,0,0,6,2,4,1,11,11
0,0,0,0,1,6,0,1,4,0,32
0,0,0,0,1,6,0,1,1,10,4
0,0,0,0,1,6,2,1,1,10,5
0,0,0,0,1,6,2,4,1,10,5
0,0,1,0,1,6,0,1,1,3,37
0,0,1,0,0,1,0,4,1,8,5
0,0,0,0,1,6,0,1,1,10,5
0,0,1,0,0,6,2,4,1,4,5
0,0,0,0,0,1,2,1,1,0,5
0,0,1,0,1,6,2,4,1,8,5
0,0,1,0,1,6,0,4,1,8,5
0,0,0,0,0,6,2,1,1,0,5
0,0,0,0,1,6,0,2,1,10,46
0,0,1,0,0,6,2,4,5,8,51
0,0,1,0,1,5,2,1,1,10,5
0,0,0,0,1,6,2,4,1,14,49
0,0,1,0,0,6,0,4,1,4,5
0,0,1,0,0,1,1,1,1,3,33
0,0,1,0,1,1,1,2,1,15,5
0,0,0,0,0,6,0,1,1,6,3
0,0,1,0,1,6,2,4,1,4,17
1,0,1,0,0,1,2,4,1,8,41
0,0,1,0,1,6,0,4,1,8,3
1,0,1,0,1,6,0,1,1,10,49
0,0,1,0,0,6,2,1,5,8,4
0,0,0,0,0,6,2,2,5,6,25
0,1,1,0,1,6,2,4,1,9,5
0,0,0,0,1,6,2,1,1,6,3
0,0,0,0,1,6,0,1,1,14,45
1,0,1,0,0,6,0,4,1,4,3
0,0,0,0,1,6,1,1,1,3,27
0,0,0,0,1,6,2,1,1,0,20
0,0,0,0,1,6,2,1,1,10,32
0,0,1,0,1,6,0,2,1,10,5
0,1,0,0,1,6,0,4,1,14,41
0,0,0,0,1,5,2,1,1,14,5
0,0,0,0,1,1,2,1,1,0,11
0,0,0,0,0,6,0,4,1,10,41
0,0,0,0,1,6,0,4,1,14,41
0,0,1,0,1,6,0,4,1,10,5
0,0,0,0,0,6,2,4,5,14,7
0,0,1,0,1,6,2,1,1,8,7
0,0,0,0,1,5,2,4,1,14,41
0,0,0,0,1,1,2,1,1,0,32
0,0,0,0,1,6,1,1,1,3,38
0,0,1,0,1,6,2,4,1,4,25
0,0,1,0,1,6,0,2,5,14,5
1,0,0,0,1,6,0,1,1,17,5
0,1,1,0,0,6,0,1,2,10,45
0,0,1,0,1,6,0,4,1,6,5
0,0,1,0,0,6,2,4,1,4,4
0,0,0,0,1,6,0,4,1,12,3
0,0,0,0,1,1,0,1,1,0,41
0,0,1,0,0,6,2,2,5,6,5
0,0,1,0,1,1,0,1,1,10,5
0,1,0,0,1,6,0,3,1,12,41
0,0,1,0,1,1,0,4,1,4,5
0,0,0,0,1,6,2,1,1,14,41
0,0,0,0,1,6,2,4,1,8,11
0,0,1,0,0,6,2,1,1,10,5
1,0,0,0,1,6,0,4,1,8,9
0,0,0,0,1,6,2,1,1,10,5
0,0,0,0,1,6,2,4,1,14,41
0,0,1,0,0,6,0,1,1,10,5
0,0,1,0,1,6,2,4,1,8,5
0,0,0,0,0,6,0,4,1,14,41
0,0,0,0,1,6,1,4,1,11,29
0,0,1,0,0,6,2,4,1,4,13
0,0,1,0,0,6,2,1,1,10,32
0,0,0,0,1,1,0,4,1,0,49
0,0,1,0,1,6,2,4,1,10,5
0,0,0,0,0,6,0,4,1,0,5
0,0,0,0,1,4,2,2,4,11,29
0,0,0,0,1,6,2,1,1,14,5
0,1,0,0,1,6,1,1,1,3,29
1,0,1,0,1,1,2,4,1,8,5
0,0,1,0,1,6,0,4,1,8,48
0,0,0,0,0,6,2,4,1,10,7
0,0,0,0,1,6,0,4,1,10,5
0,0,1,0,1,6,0,4,1,4,5
